gene_id,class,toxin_family,CLP2057,CLP2065,CLP2068,CLP2071,CLP2105,CLP2109,CLP2137,KW1744,Average
Ccera-CLP2137ngen_TumorD54-1_ngenContig5049_-_CDS,Nontoxin,Nontoxin,24.39,57.04,25.49,51.69,50.04,48.6,65.27,32.33,44.35625
Ccera-CLP2057ext_GNBP3_ngenContig632_-_CDS,Nontoxin,Nontoxin,34.13,36.12,88.27,30.56,33.27,42.61,56.15,33.65,44.345
Ccera-CLP2057ext_mRpL14_ngenContig1012_-_CDS,Nontoxin,Nontoxin,24.62,77.85,51.47,53.34,20.28,48.66,44.58,33.72,44.315
Ccera-CLP2109ngen_Methylosome-pICIn_ngenContig4270_-_CDS,Nontoxin,Nontoxin,21.79,52.09,35.53,50.07,37.73,65.55,53.39,38.19,44.2925
Ccera-CLP2068ngen_Glycogenin1_ngenContig1572_-_CDS,Nontoxin,Nontoxin,22.07,69.98,38.63,27.37,33.11,45.45,58.1,59.34,44.25625
Ccera-CLP2057ext_Surfeit4-1_ngenContig2382_-_CDS,Nontoxin,Nontoxin,30.81,50.39,51.41,35.94,42.36,57.26,55.53,30.18,44.235
Ccera-CLP2057ext_ZF-CCHC9_ngenContig1711_-_CDS,Nontoxin,Nontoxin,27.22,46.85,46.59,42.76,36.25,53.09,51.34,49.69,44.22375
Ccera-CLP2065ngen_Peptidyl-tRNAHydrolase2_ngenContig660_-_CDS,Nontoxin,Nontoxin,27.16,46.23,53.64,48.18,28.64,54.24,53.3,41.71,44.1375
Ccera-CLP2057ext_TIF-eIF-2B_ngenContig3075_-_CDS,Nontoxin,Nontoxin,31.62,41.9,45.29,42.18,52.04,37.25,66.34,36.33,44.11875
Ccera-CLP2057ext_Nexin2_ngenContig1943_-_CDS,Nontoxin,Nontoxin,33.27,44.07,52.88,43.45,27.63,34.87,65.32,49.88,43.92125
Ccera-KW1109ngen_Neuroplastin_ngenContig5886_-_CDS,Nontoxin,Nontoxin,33.67,86.12,26.55,36.13,26.97,48.92,47.69,45.27,43.915
Ccera-CLP2057ext_MAL2_ngenContig109_-_CDS,Nontoxin,Nontoxin,26.82,56.21,47.48,35.42,37.39,57.56,59.27,31.15,43.9125
Ccera-CLP2065ngen_RabGDPDisInh-a_ngenContig4637_-_CDS,Nontoxin,Nontoxin,39.24,64.15,45.83,38.39,27.79,47.43,58.8,29.42,43.88125
Ccera-CLP2057ext_laRel7_ngenContig2724_-_CDS,Nontoxin,Nontoxin,33.77,32.3,64.15,41.1,37.83,18.89,54.26,68.41,43.83875
Ccera-CLP2071ngen_SerThrKinNek6_ngenContig3158_-_CDS,Nontoxin,Nontoxin,31.29,67.54,42.74,41.68,32.82,51.51,40.71,42.41,43.8375
Ccera-CLP2071ngen_ENTPDPHydrolase7_ngenContig6371_-_CDS,Nontoxin,Nontoxin,32.13,52.69,65.38,33.63,55.59,44.73,49.67,16.36,43.7725
Ccera-CLP2071ngen_PyrDehE1a_ngenContig4135_-_CDS,Nontoxin,Nontoxin,31.9,74.32,52.46,41.15,24.01,42.79,43.53,39.91,43.75875
Ccera-CLP2057ext_mRp63_ngenContig1200_-_CDS,Nontoxin,Nontoxin,43.12,49.64,49.34,35.22,22.47,49.24,56.26,44.2,43.68625
Ccera-CLP2057ext_Centrin2_ngenContig2871_-_CDS,Nontoxin,Nontoxin,34.43,47.4,27.13,46.81,42.45,29.83,60.28,60.64,43.62125
Ccera-CLP2057ext_PPCTI-FKBP8_ngenContig2700_-_CDS,Nontoxin,Nontoxin,35.83,48.87,37.43,48.01,35.59,40.2,55.8,46.91,43.58
Ccera-CLP2057ext_C9orf85_ngenContig1276_-_CDS,Nontoxin,Nontoxin,30.17,65.77,69.3,27.76,33.44,54.88,48.75,18.41,43.56
Ccera-CLP2057ext_EIF1AD_ngenContig3174_-_CDS,Nontoxin,Nontoxin,28.63,32.13,54.92,37.66,44.57,41,70.31,38.32,43.4425
Ccera-CLP2057ext_DET1_ngenContig1909_-_CDS,Nontoxin,Nontoxin,26.74,78.45,48.38,27.57,36.05,28.37,50.74,50.57,43.35875
Ccera-CLP2057ext_ActinRel4_ngenContig4327_-_CDS,Nontoxin,Nontoxin,28.12,64.86,49.81,42.37,26.53,42.69,46,46.34,43.34
Ccera-CLP2071ngen_mOxoisovalerateDH-b_ngenContig5407_-_CDS,Nontoxin,Nontoxin,38.85,45.41,42.39,58.02,27.28,33.33,47.15,53.54,43.24625
Ccera-CLP2065ngen_TyrPP-IVA1_ngenContig6155_-_CDS,Nontoxin,Nontoxin,37.02,48.74,53.79,35.15,37,46.25,49.08,38.8,43.22875
Ccera-CLP2068ngen_PIRP_ngenContig935_-_CDS,Nontoxin,Nontoxin,0.88,6.89,107.18,113.57,2.47,0.22,49.74,64.82,43.22125
Ccera-CLP2057ext_Methyltransferase5_ngenContig1976_-_CDS,Nontoxin,Nontoxin,41.81,36.63,72.34,30.71,33.77,32.5,59.72,37.55,43.12875
Ccera-CLP2057ext_TyrKinJAK1_ngenContig1196_-_CDS,Nontoxin,Nontoxin,38.87,44.74,50.83,38.08,35.35,31.61,46.98,58.04,43.0625
Ccera-KW1109ngen_drebrin1_ngenContig7247_-_CDS,Nontoxin,Nontoxin,39.98,52.89,33.49,43.95,35.04,53.45,45.82,39.66,43.035
Ccera-CLP2065ngen_Trifunctional-b_ngenContig2222_-_CDS,Nontoxin,Nontoxin,41.13,44.38,62.14,33.97,35.54,42.5,45.74,37.92,42.915
Ccera-CLP2057ext_YIPF2_ngenContig4344_-_CDS,Nontoxin,Nontoxin,35.65,43.42,56.74,38.31,33.18,28.23,67.14,40.42,42.88625
Ccera-CLP2057ext_BCellRec29_ngenContig2451_-_CDS,Nontoxin,Nontoxin,18.98,61.67,42.79,44.8,32.43,40.17,56.42,45.2,42.8075
Ccera-CLP2071ngen_ERCC-1_ngenContig256_-_CDS,Nontoxin,Nontoxin,27.16,52.22,28.67,79.01,33.12,46.84,38.28,36.77,42.75875
Ccera-CLP2057ext_mHydroxyisobutyrateDH_ngenContig392_-_CDS,Nontoxin,Nontoxin,51.24,39.59,57.6,28.84,29.11,26.54,58.5,50.36,42.7225
Ccera-CLP2057ext_ProstaglandinRed2_ngenContig2705_-_CDS,Nontoxin,Nontoxin,41.08,38.91,50.55,32.22,26.79,47.16,55.09,49.96,42.72
Ccera-CLP2057ext_ZF-FYVE19_ngenContig1872_-_CDS,Nontoxin,Nontoxin,43.32,45.69,57,30.84,30.36,47.02,52.48,34.79,42.6875
Ccera-CLP2057ext_TrifuncEnzA_ngenContig375_-_CDS,Nontoxin,Nontoxin,32.16,51.68,38.57,43.61,31.2,38.76,59.52,45.99,42.68625
Ccera-CLP2071ngen_UbBinding_ngenContig3332_-_CDS,Nontoxin,Nontoxin,28.66,59.41,24.72,43.67,31.72,47.8,65,40.32,42.6625
Ccera-CLP2065ngen_SFT2A_ngenContig1536_-_CDS,Nontoxin,Nontoxin,34.39,59.99,36.12,37.88,31.87,51.26,54.27,34.91,42.58625
Ccera-CLP2071ngen_TumorSusc101_ngenContig2665_-_CDS,Nontoxin,Nontoxin,22.26,45.47,44.7,37.04,50.6,43.37,61.84,34.59,42.48375
Ccera-CLP2137ngen_DEAD41_ngenContig1224_-_CDS,Nontoxin,Nontoxin,33.55,42.39,47.34,41.26,41.99,64.1,45.88,23.32,42.47875
Ccera-CLP2071ngen_RegNucPre-mRNA-1B_ngenContig6467_-_CDS,Nontoxin,Nontoxin,27.77,32.65,18.25,43.9,29.98,59.24,79.34,48.53,42.4575
Ccera-CLP2057ext_Qil1_ngenContig3171_-_CDS,Nontoxin,Nontoxin,40.73,60.61,56.07,34.57,27.27,37.41,62.48,20.15,42.41125
Ccera-CLP2065ngen_mpsOneBinderKin3_ngenContig2855_-_CDS,Nontoxin,Nontoxin,32.66,57,48.63,40.22,29.77,41.06,51.93,37.38,42.33125
Ccera-CLP2057ext_GuanMonRed_ngenContig854_-_CDS,Nontoxin,Nontoxin,20.1,71.32,33.11,37.91,29.57,54.05,63.65,28.85,42.32
Ccera-CLP2057ext_WD61_ngenContig1041_-_CDS,Nontoxin,Nontoxin,29.43,38.4,61.38,41.89,30.7,38.07,63.77,34.89,42.31625
Ccera-CLP2065ngen_NatResMac2_ngenContig2286_-_CDS,Nontoxin,Nontoxin,21.8,68.6,58.45,31.68,26.07,37.84,73.36,20.24,42.255
Ccera-CLP2065ngen_COP9-2_ngenContig6783_-_CDS,Nontoxin,Nontoxin,25.77,42.33,61.79,20.18,36.18,27.95,58.35,65.3,42.23125
Ccera-CLP2065ngen_TF-IIF2_ngenContig3511_-_CDS,Nontoxin,Nontoxin,20.24,65.52,43.7,38.62,37.56,42,54.46,35.22,42.165
Ccera-CLP2057ext_Oxidoreductase_ngenContig3696_-_CDS,Nontoxin,Nontoxin,24.27,28.21,29.71,81.12,24.49,45.33,42.02,61.26,42.05125
Ccera-CLP2057ext_Rab14_ngenContig1536_-_CDS,Nontoxin,Nontoxin,29.04,71.26,33.26,36.79,33.17,42.04,57.97,32.24,41.97125
Ccera-CLP2109ngen_Nexin8_ngenContig2568_-_CDS,Nontoxin,Nontoxin,32.13,54.51,36.98,34.88,35.86,41.27,60.97,38.97,41.94625
Ccera-CLP2057ext_Tropomodulin3_ngenContig685_-_CDS,Nontoxin,Nontoxin,27.62,62.53,52.83,42.35,30.23,31.19,55.41,32.69,41.85625
Ccera-CLP2057ext_SmallCellAdh_ngenContig1490_-_CDS,Nontoxin,Nontoxin,32.11,37.48,53.89,40.98,32.49,17.04,63.68,57.08,41.84375
Ccera-CLP2105ngen_acetylCoA2_ngenContig2366_-_CDS,Nontoxin,Nontoxin,10.62,20.94,31.92,56.23,25.75,43.17,110.21,35.88,41.84
Ccera-CLP2057ext_FAM3C_ngenContig4823_-_CDS,Nontoxin,Nontoxin,28.66,48.4,51.4,29.89,38.3,50.92,51.76,35.2,41.81625
Ccera-CLP2105ngen_TMP33_ngenContig3285_-_CDS,Nontoxin,Nontoxin,26,56.7,31.51,37.29,36.45,44.68,48.82,52.77,41.7775
Ccera-CLP2071ngen_TF-LIM-LMO4_ngenContig2914_-_CDS,Nontoxin,Nontoxin,17.03,18.69,34.78,89.49,17.47,47.89,54.68,54.03,41.7575
Ccera-CLP2057ext_SUMO-UBC9-B_ngenContig1757_-_CDS,Nontoxin,Nontoxin,30.32,84.54,21.74,35.15,42.73,47.45,34.61,36.72,41.6575
Ccera-CLP2071ngen_PDI-A5_ngenContig2573_-_CDS,Nontoxin,Nontoxin,27.62,40.87,53.24,36.06,37.11,45.1,51.42,41.02,41.555
Ccera-CLP2057ext_rRNAProcFCF1_ngenContig3750_-_CDS,Nontoxin,Nontoxin,30.13,46.35,75.51,29.69,28.59,34.62,55.53,30.86,41.41
Ccera-CLP2065ngen_Biglycan_ngenContig2333_-_CDS,Nontoxin,Nontoxin,16.27,79.75,39.82,17.89,35.68,70.14,29.13,41.66,41.2925
Ccera-CLP2065ngen_PRA1-3_ngenContig3009_-_CDS,Nontoxin,Nontoxin,28.57,64.78,33.58,32.74,37.55,40.08,64.74,27.94,41.2475
Ccera-CLP2057ext_NucleolysinTIAR_ngenContig3217_-_CDS,Nontoxin,Nontoxin,33.13,53.09,29.03,32.52,27.25,36.78,47.86,70.22,41.235
Ccera-CLP2071ngen_actin231A_ngenContig89_-_CDS,Nontoxin,Nontoxin,22.81,35.63,25.01,49.31,43.71,36.66,73.19,42.66,41.1225
Ccera-CLP2057ext_UbConjE2B_ngenContig2568_-_CDS,Nontoxin,Nontoxin,38.64,43.86,39.5,44.5,23.09,45.15,54.37,39.57,41.085
Ccera-CLP2065ngen_CXorf56_ngenContig5559_-_CDS,Nontoxin,Nontoxin,24.09,68.25,32.72,48.25,32.08,37.24,50.2,34.77,40.95
Ccera-CLP2068ngen_S100-A4_ngenContig3495_-_CDS,Nontoxin,Nontoxin,13.67,4.54,67.01,140.93,7.11,9.66,59.95,24.73,40.95
Ccera-CLP2057ext_GPNLoop3_ngenContig859_-_CDS,Nontoxin,Nontoxin,34.61,47,47.31,34.2,25.71,42.12,50.19,45.97,40.88875
Ccera-CLP2065ngen_TumorPro-p53-1_ngenContig6356_-_CDS,Nontoxin,Nontoxin,20.12,105.9,50.3,27.96,19.02,19.01,22.21,62.13,40.83125
Ccera-CLP2057ext_Myotrophin_ngenContig3551_-_CDS,Nontoxin,Nontoxin,28.94,51.55,40.46,21.29,36.88,49.37,63.78,34.06,40.79125
Ccera-CLP2057ext_Trafficking3_ngenContig3571_-_CDS,Nontoxin,Nontoxin,18.46,65.7,38.9,44.28,26.49,49.36,54.79,28.32,40.7875
Ccera-CLP2057ext_SuccinylCoALig-b_ngenContig3210_-_CDS,Nontoxin,Nontoxin,24.43,52.94,48.29,37.93,39.97,47.28,44.61,30.15,40.7
Ccera-CLP2057ext_UbConjE2E3_ngenContig4456_-_CDS,Nontoxin,Nontoxin,33.56,57.07,35.03,52.7,25.27,31.73,48.33,41.87,40.695
Ccera-CLP2065ngen_Splicing3B-5_ngenContig425_-_CDS,Nontoxin,Nontoxin,18.41,49.67,26.22,54.25,20.19,61.05,47.91,47.37,40.63375
Ccera-CLP2057ext_VacProt25_ngenContig2123_-_CDS,Nontoxin,Nontoxin,35.93,51.34,58.89,17.72,37.35,27.5,56.3,39.82,40.60625
Ccera-CLP2057ext_MEMO1_ngenContig2716_-_CDS,Nontoxin,Nontoxin,30.17,52.9,28.15,43.5,47.38,44.58,43.2,34.41,40.53625
Ccera-CLP2057ext_PeroxisomalBiogen3_ngenContig312_-_CDS,Nontoxin,Nontoxin,29.98,58.36,42.93,46.84,35.58,32.43,50.51,27,40.45375
Ccera-CLP2057ext_Sol45m3_ngenContig930_-_CDS,Nontoxin,Nontoxin,27.44,41.8,56.24,28.58,28.76,37.82,59.71,43.18,40.44125
Ccera-CLP2071ngen_PCTP_ngenContig6088_-_CDS,Nontoxin,Nontoxin,48.84,41.02,51.37,64.98,19.66,31.28,19.68,46.61,40.43
Ccera-CLP2071ngen_TMP93_ngenContig5617_-_CDS,Nontoxin,Nontoxin,22.82,59.22,21.25,51.84,37.11,39.25,40.61,51.33,40.42875
Ccera-CLP2065ngen_Cyt-b561_ngenContig3226_-_CDS,Nontoxin,Nontoxin,19.64,73.31,50.51,29.54,24.12,36.03,47.33,42.92,40.425
Ccera-CLP2105ngen_NADH-DH1a-7_ngenContig2534_-_CDS,Nontoxin,Nontoxin,33.24,44.96,7.29,49.22,36.82,53.96,55.82,41.79,40.3875
Ccera-CLP2057ext_C20orf30_ngenContig1815_-_CDS,Nontoxin,Nontoxin,29.37,48.57,56.88,46.92,39.18,30.75,39.53,31.11,40.28875
Ccera-CLP2057ext_Rab24_ngenContig4390_-_CDS,Nontoxin,Nontoxin,34.09,55.85,28.69,36.93,33.98,48.03,54.15,30.15,40.23375
Ccera-CLP2057ext_28SrpS23_ngenContig1713_-_CDS,Nontoxin,Nontoxin,38.1,35.5,48.4,41.76,11.81,35.37,44.2,66.71,40.23125
Ccera-CLP2057ext_FKBP3_ngenContig1304_-_CDS,Nontoxin,Nontoxin,38.34,34.33,67.59,34.28,23.27,32.3,33.76,56.35,40.0275
Ccera-CLP2057ext_Aquaporin1_ngenContig3513_-_CDS,Nontoxin,Nontoxin,44.45,54.13,40.25,14.59,16.92,29.95,64.8,55.05,40.0175
Ccera-CLP2057ext_Chromobox3-1_ngenContig1501_-_CDS,Nontoxin,Nontoxin,28.14,50.37,41.34,30.06,29.08,29.52,56.97,54.52,40
Ccera-CLP2057ext_CystathioneLyase_ngenContig3021_-_CDS,Nontoxin,Nontoxin,49.94,57.89,32.12,41.2,25.41,43.69,47.01,22.45,39.96375
Ccera-CLP2065ngen_SerThrPP-2A-65Aa_ngenContig2742_-_CDS,Nontoxin,Nontoxin,23.82,48.07,39.77,40.8,36.43,42.3,55.51,32.9,39.95
Ccera-CLP2065ngen_Proteolipid2_ngenContig5752_-_CDS,Nontoxin,Nontoxin,18.53,36.85,44.91,34.22,32.54,32.74,75.07,44.67,39.94125
Ccera-CLP2057ext_Proteasome13_ngenContig3715_-_CDS,Nontoxin,Nontoxin,23.26,48.52,46.86,28.31,33.33,39.54,77.82,21.7,39.9175
Ccera-CLP2057ext_TraffPP2_ngenContig1541_-_CDS,Nontoxin,Nontoxin,52.16,19.41,80.96,30.14,30.91,27.63,37.6,40.52,39.91625
Ccera-CLP2071ngen_HAGH_ngenContig1127_-_CDS,Nontoxin,Nontoxin,29.2,61.6,27.89,49.74,23.07,40.79,41.78,45.1,39.89625
Ccera-CLP2065ngen_InterferonReg_ngenContig6101_-_CDS,Nontoxin,Nontoxin,14.44,51.69,57.08,40.44,31.11,55.94,44.08,24.33,39.88875
Ccera-CLP2057ext_C16orf80_ngenContig4793_-_CDS,Nontoxin,Nontoxin,28.76,50.03,28.18,43.47,35.7,41.85,40.34,50.54,39.85875
Ccera-CLP2065ngen_YEATS-4_ngenContig4569_-_CDS,Nontoxin,Nontoxin,48.42,53.56,43.46,31.43,22.91,29.15,36.23,53.52,39.835
Ccera-CLP2065ngen_WD1-2_ngenContig3320_-_CDS,Nontoxin,Nontoxin,28.21,53.78,39.83,36.25,32.99,34.31,47.17,46.13,39.83375
Ccera-CLP2071ngen_TranslocaseOMM40_ngenContig2241_-_CDS,Nontoxin,Nontoxin,38.94,52.56,41.02,49.72,33.73,26.65,34.7,41.08,39.8
Ccera-KW1109ngen_RiboRecyclingFactor_ngenContig6133_-_CDS,Nontoxin,Nontoxin,39.47,51.3,33.73,56.43,28.38,29.17,35.96,43.65,39.76125
Ccera-CLP2105ngen_Galactosyltransferase1_ngenContig2555_-_CDS,Nontoxin,Nontoxin,36.73,44.88,48.03,21.89,48.21,24.27,64.51,29.18,39.7125
Ccera-CLP2071ngen_Carrier2_ngenContig2427_-_CDS,Nontoxin,Nontoxin,18.52,58.75,26.81,37.08,30.25,43.37,79.47,22.93,39.6475
Ccera-CLP2071ngen_CCHCCHDC3_ngenContig2742_-_CDS,Nontoxin,Nontoxin,25.61,66.02,41.26,38.32,19.02,32.4,45.37,47.59,39.44875
Ccera-CLP2105ngen_LCM1_ngenContig2926_-_CDS,Nontoxin,Nontoxin,29.55,61.25,31.86,43.28,33.11,43.01,41.74,31.55,39.41875
Ccera-CLP2057ext_BET1_ngenContig3853_-_CDS,Nontoxin,Nontoxin,39.72,35.87,54.76,28.81,28.41,34.01,55.84,37.56,39.3725
Ccera-CLP2071ngen_UbCTermHydrolaseL3_ngenContig2808_-_CDS,Nontoxin,Nontoxin,22.01,59.65,27.52,48.45,33.92,61.28,33.06,28.58,39.30875
Ccera-CLP2057ext_GlutCoADeh_ngenContig1947_-_CDS,Nontoxin,Nontoxin,36.24,36,52.34,17.46,43.19,45.58,54.01,29.16,39.2475
Ccera-CLP2057ext_Villin1_ngenContig4370_-_CDS,Nontoxin,Nontoxin,44.44,54.28,70.92,17.62,33.73,23.65,32.4,36.89,39.24125
Ccera-CLP2065ngen_VDASC1_ngenContig1181_-_CDS,Nontoxin,Nontoxin,19.37,69.31,40.59,34.11,36.81,37.3,43.58,32.38,39.18125
Ccera-CLP2057ext_Pleckstrin-B2_ngenContig2381_-_CDS,Nontoxin,Nontoxin,27.82,50.47,42.27,37.59,28.2,30.77,59.8,36.1,39.1275
Ccera-CLP2065ngen_AcetylglucosaminyltransA_ngenContig5465_-_CDS,Nontoxin,Nontoxin,39.54,40.49,54.46,28.24,19.19,41.35,51.08,37.57,38.99
Ccera-CLP2057ext_SS182_ngenContig3028_-_CDS,Nontoxin,Nontoxin,42,25.85,24.3,53.28,17.74,38.53,72.73,36.82,38.90625
Ccera-CLP2057ext_SF-U2AF_ngenContig3691_-_CDS,Nontoxin,Nontoxin,28.21,44.64,36.74,36.86,30.12,42.77,54.64,36.75,38.84125
Ccera-CLP2065ngen_Clusterin_ngenContig1595_-_CDS,Nontoxin,Nontoxin,13.86,85.28,29.05,37.9,23.1,48.22,28.07,45.14,38.8275
Ccera-CLP2057ext_AdenosylhomocysteinaseA_ngenContig2306_-_CDS,Nontoxin,Nontoxin,37.55,59.88,45.07,18.3,19.83,60.77,47.84,21.31,38.81875
Ccera-CLP2071ngen_ProteasomeReg6_ngenContig1115_-_CDS,Nontoxin,Nontoxin,17.11,72.07,30.88,36.38,33.74,47.12,49.27,23.83,38.8
Ccera-CLP2071ngen_nubp1A_ngenContig228_-_CDS,Nontoxin,Nontoxin,38,37.67,38.35,36.29,32.77,42.38,54.44,30.15,38.75625
Ccera-CLP2057ext_GST-Mu1-1_ngenContig1245_-_CDS,Nontoxin,Nontoxin,61.85,37.6,94.36,26.35,9.51,50.77,22.85,5.95,38.655
Ccera-CLP2065ngen_C22orf28_ngenContig3524_-_CDS,Nontoxin,Nontoxin,19.22,36.23,54.37,30.02,44.73,38.92,64.06,21.63,38.6475
Ccera-CLP2065ngen_YIPF1_ngenContig1180_-_CDS,Nontoxin,Nontoxin,23.81,39.44,26.18,41.76,33.91,36.76,64.73,41.74,38.54125
Ccera-CLP2057ext_ProRichNRC2_ngenContig684_-_CDS,Nontoxin,Nontoxin,28.77,47.23,41.03,25.73,28.03,30.59,53.73,51.9,38.37625
Ccera-CLP2065ngen_ALG13_ngenContig2509_-_CDS,Nontoxin,Nontoxin,26.8,39.34,41.45,38.44,36.74,45.25,47.44,31.26,38.34
Ccera-CLP2071ngen_Prot26S1_ngenContig2355_-_CDS,Nontoxin,Nontoxin,23.27,57.83,29.97,32.7,33.92,38.87,67.59,22.44,38.32375
Ccera-CLP2057ext_PyruvateDH_ngenContig4298_-_CDS,Nontoxin,Nontoxin,35.22,48.93,41.36,34.94,29.87,39.92,45.67,29.38,38.16125
Ccera-CLP2057ext_Corn4_ngenContig4229_-_CDS,Nontoxin,Nontoxin,31.13,42.56,46.57,28.6,39.32,34.76,41.58,40.41,38.11625
Ccera-CLP2071ngen_RAD51C_ngenContig694_-_CDS,Nontoxin,Nontoxin,32.25,34.44,48.82,47.62,30.03,43.65,34.47,33.6,38.11
Ccera-CLP2057ext_AcetylCoA_ngenContig267_-_CDS,Nontoxin,Nontoxin,35.04,66.09,51.31,23.18,24.53,29.44,31.09,44.06,38.0925
Ccera-CLP2065ngen_Presenilin2_ngenContig2431_-_CDS,Nontoxin,Nontoxin,47.26,35.81,46.66,29.24,20.33,31.26,43.6,49.81,37.99625
Ccera-CLP2068ngen_premrnaSF19_ngenContig1665_-_CDS,Nontoxin,Nontoxin,26.95,48.72,44.93,30.91,33.05,45.22,40.11,33.74,37.95375
Ccera-KW1109ngen_Bifunctional_ngenContig2609_-_CDS,Nontoxin,Nontoxin,42.53,96.27,15.6,33.44,35.86,27.41,20.93,31.33,37.92125
Ccera-CLP2071ngen_CLIC-1_ngenContig3814_-_CDS,Nontoxin,Nontoxin,24.12,52.15,40.02,39.26,28.03,33.74,48.23,37.33,37.86
Ccera-CLP2071ngen_GlutamateRec_ngenContig5394_-_CDS,Nontoxin,Nontoxin,28.49,77.56,14.78,25.5,34.66,39.27,53.66,28.73,37.83125
Ccera-CLP2057ext_C6orf125_ngenContig4825_-_CDS,Nontoxin,Nontoxin,28.46,38.42,46.72,36.71,29.29,52.6,44.62,25.46,37.785
Ccera-CLP2065ngen_Selenium1_ngenContig4535_-_CDS,Nontoxin,Nontoxin,22.43,89.84,20.64,55.33,16.33,39.81,31,26.87,37.78125
Ccera-CLP2071ngen_C1orf31_ngenContig2170_-_CDS,Nontoxin,Nontoxin,30.33,31.59,42.53,37.74,32.52,38.53,45.46,43.32,37.7525
Ccera-CLP2057ext_RibonucleoproteinA_ngenContig403_-_CDS,Nontoxin,Nontoxin,25.77,39.2,41.29,23.56,26.92,46.64,68.23,28.97,37.5725
Ccera-KW1109ngen_Arfaptin2_ngenContig5056_-_CDS,Nontoxin,Nontoxin,22.79,32.7,11.65,37.92,37.7,69.51,55.8,32.38,37.55625
Ccera-CLP2057ext_Ubiquilin1_ngenContig1937_-_CDS,Nontoxin,Nontoxin,22.63,57.25,33.25,32.61,36.42,37.23,52.91,28.11,37.55125
Ccera-CLP2057ext_SEC20_ngenContig1344_-_CDS,Nontoxin,Nontoxin,31.11,38.65,42.38,22.36,34.33,54.66,53.6,22.56,37.45625
Ccera-CLP2057ext_ADPRibosyl2_ngenContig2925_-_CDS,Nontoxin,Nontoxin,30.78,55.68,29.61,37.06,30.46,45.26,25.89,44.78,37.44
Ccera-CLP2057ext_RpL7-2_ngenContig2614_-_CDS,Nontoxin,Nontoxin,39.53,38.71,64.71,20.14,22.58,27.43,47.9,37.74,37.3425
Ccera-CLP2057ext_COP9Signalsome-5_ngenContig3730_-_CDS,Nontoxin,Nontoxin,24.68,43.19,47.27,32.05,34.75,36.9,50.21,28.79,37.23
Ccera-CLP2057ext_CDC5_ngenContig4171_-_CDS,Nontoxin,Nontoxin,21.84,32.57,44.9,37.22,24.09,28.84,48.34,59.66,37.1825
Ccera-CLP2065ngen_THO7_ngenContig5114_-_CDS,Nontoxin,Nontoxin,22.44,56.39,33.81,43.09,31.36,34.93,46.32,28.93,37.15875
Ccera-KW1109ngen_NeutAAB0_ngenContig2846_-_CDS,Nontoxin,Nontoxin,35.85,84.02,9.07,24.57,40.02,41.42,36.36,25.91,37.1525
Ccera-CLP2057ext_HexosaminidaseD-1_ngenContig3629_-_CDS,Nontoxin,Nontoxin,32.6,29.59,73.27,23.87,28.24,25.65,40.07,43.62,37.11375
Ccera-CLP2057ext_RWD2A_ngenContig3362_-_CDS,Nontoxin,Nontoxin,25.66,55.7,45.59,34.3,38,19.63,43.67,34.24,37.09875
Ccera-CLP2068ngen_GlycogenPhosphorylase_ngenContig3719_-_CDS,Nontoxin,Nontoxin,28.54,41.35,43.1,33.57,33.7,34.57,46.44,35.39,37.0825
Ccera-CLP2057ext_snRNA-LSm2_ngenContig2346_-_CDS,Nontoxin,Nontoxin,28.63,66.4,36.86,27.12,25.09,22.23,44.76,45.56,37.08125
Ccera-CLP2057ext_BTG2_ngenContig82_-_CDS,Nontoxin,Nontoxin,66.7,27.03,25.95,14,77.28,21.71,40.38,23.4,37.05625
Ccera-CLP2068ngen_RNAProccessing-EBP2_ngenContig1890_-_CDS,Nontoxin,Nontoxin,32.79,19.45,44.39,30.85,38.76,17.12,62.08,50.84,37.035
Ccera-CLP2057ext_Lumican_ngenContig1718_-_CDS,Nontoxin,Nontoxin,32.3,22.37,133.15,12.99,12.63,17.79,45.4,19.47,37.0125
Ccera-CLP2071ngen_TMP183_ngenContig5844_-_CDS,Nontoxin,Nontoxin,34.14,34.82,39.83,24.37,29.65,31.4,65.34,36.29,36.98
Ccera-CLP2105ngen_isletCell1_ngenContig579_-_CDS,Nontoxin,Nontoxin,46.22,38.69,48.06,14.57,32.25,18.76,62.99,33.36,36.8625
Ccera-CLP2057ext_MolybopterinSyn_ngenContig4447_-_CDS,Nontoxin,Nontoxin,32.93,44.59,31.08,30.36,21.75,43.79,36.4,53.49,36.79875
Ccera-CLP2057ext_NTF2-2_ngenContig1382_-_CDS,Nontoxin,Nontoxin,23.79,47.95,42.95,34.75,34.07,42.81,38.88,28.85,36.75625
Ccera-CLP2071ngen_NTF2-1_ngenContig436_-_CDS,Nontoxin,Nontoxin,35.57,52.65,29.26,26.01,32.7,29.09,54.74,33.92,36.7425
Ccera-CLP2068ngen_Dynein1_ngenContig4495_-_CDS,Nontoxin,Nontoxin,26.33,48.78,44.79,31.8,28.06,36.19,46.95,30.46,36.67
Ccera-CLP2071ngen_N-LysMethyltransferase-SMYD2_ngenContig3068_-_CDS,Nontoxin,Nontoxin,20.48,33.72,49.04,53.22,17.55,38.31,41.05,39.53,36.6125
Ccera-CLP2057ext_TMP-106B_ngenContig3256_-_CDS,Nontoxin,Nontoxin,35.65,32.49,48.51,20.58,21.89,10.58,52.87,70.25,36.6025
