gene_id,class,toxin_family,CLP2057,CLP2065,CLP2068,CLP2071,CLP2105,CLP2109,CLP2137,KW1744,Average
Ccera-CLP2057ext_14-3-3-e_ngenContig4213_-_CDS,Nontoxin,Nontoxin,88.06,261.43,125.65,118.61,143.94,211.63,216.94,149.85,164.51375
Ccera-CLP2057ext_Rab-1A-2_ngenContig3478_-_CDS,Nontoxin,Nontoxin,133.01,179.43,193.8,130.87,158.08,177.27,192.44,150.36,164.4075
Ccera-CLP2057ext_TubChaperoneA_ngenContig1532_-_CDS,Nontoxin,Nontoxin,111.97,184.52,240.04,121.89,141.46,135.36,222.01,157.12,164.29625
Ccera-CLP2057ext_HPFB1_ngenContig2195_-_CDS,Nontoxin,Nontoxin,114.73,285.05,117.05,141.27,155.82,230.46,119.83,150.12,164.29125
Ccera-CLP2109ngen_TSR2_ngenContig6_-_CDS,Nontoxin,Nontoxin,127.17,107.42,369.89,127.01,76.78,121.97,249.36,131.48,163.885
Ccera-CLP2057ext_Tubulin-a1C_ngenContig3488_-_CDS,Nontoxin,Nontoxin,78.94,193.53,214.35,159.6,152.25,137.37,240.78,133.59,163.80125
Ccera-CLP2057ext_Cofilin2_ngenContig3862_-_CDS,Nontoxin,Nontoxin,110.95,166.64,78.03,158.17,155.19,240.72,266.25,134.3,163.78125
Ccera-CLP2065ngen_GolgiStacking2_ngenContig6662_-_CDS,Nontoxin,Nontoxin,103.75,189.27,182.01,126.96,174.08,154.01,259.85,115.22,163.14375
Ccera-CLP2057ext_RpL22-2_ngenContig718_-_CDS,Nontoxin,Nontoxin,400.33,88.91,136.7,73.9,184.62,154.85,183.72,79.6,162.82875
Ccera-CLP2071ngen_Coatomer-d_ngenContig6601_-_CDS,Nontoxin,Nontoxin,111.97,154.49,176.81,185.06,161.66,202.19,182.5,124.06,162.3425
Ccera-CLP2057ext_PhosphoglycerateKin1_ngenContig4175_-_CDS,Nontoxin,Nontoxin,119.68,249.2,162.57,168.79,89.59,137.78,169.53,196.97,161.76375
Ccera-CLP2057ext_TComplex-1d_ngenContig3912_-_CDS,Nontoxin,Nontoxin,76.23,117.61,187.03,131.16,86.06,100.25,288.06,283.06,158.6825
Ccera-CLP2057ext_S100-A16_ngenContig4089_-_CDS,Nontoxin,Nontoxin,105.65,173.32,161.05,279.03,54.46,174,126.87,184.54,157.365
Ccera-CLP2105ngen_ProteasomeB4_ngenContig3567_-_CDS,Nontoxin,Nontoxin,121.71,174.66,66.08,195.47,150.19,246.26,153.87,143.14,156.4225
Ccera-CLP2057ext_HSP70-13_ngenContig3725_-_CDS,Nontoxin,Nontoxin,80.04,115.88,244.41,64.27,190.13,174.42,245.25,132.86,155.9075
Ccera-CLP2057ext_KishB_ngenContig1100_-_CDS,Nontoxin,Nontoxin,96.72,175.56,186.3,135.26,145.21,134.27,232.53,135.95,155.225
Ccera-CLP2105ngen_DualSpecPP1_ngenContig3897_-_CDS,Nontoxin,Nontoxin,103.24,205.35,106.54,156.83,262.75,93.16,208.46,100.64,154.62125
Ccera-CLP2057ext_AcylCoABinding7_ngenContig2547_-_CDS,Nontoxin,Nontoxin,176.79,288.76,192.68,65.85,121.23,101.62,139.86,149.33,154.515
Ccera-CLP2057ext_DyneinLight1_ngenContig1925_-_CDS,Nontoxin,Nontoxin,119.52,230.84,158.74,142.26,141.41,214.24,153.4,70.89,153.9125
Ccera-CLP2057ext_Telethonin_ngenContig1804_-_CDS,Nontoxin,Nontoxin,144.95,823.18,37.75,65.79,8.99,43.32,20.03,82.16,153.27125
Ccera-CLP2109ngen_peroxiredoxin5_ngenContig5427_-_CDS,Nontoxin,Nontoxin,122.56,236.8,97.74,145.2,126.33,152.22,163.45,181.21,153.18875
Ccera-CLP2057ext_SuperoxideDismutase_ngenContig1906_-_CDS,Nontoxin,Nontoxin,173.04,243.92,179.19,93.69,36.5,143.41,159.25,195.4,153.05
Ccera-CLP2057ext_Reticulocalbin1_ngenContig3894_-_CDS,Nontoxin,Nontoxin,211.1,149.64,190.62,88.91,202.44,92.93,134.4,153.76,152.975
Ccera-CLP2057ext_NADHDehydroFeS7_ngenContig4597_-_CDS,Nontoxin,Nontoxin,170.7,232.62,98.1,218.32,83.69,147.29,125.49,146.5,152.83875
Ccera-CLP2057ext_NADHDehydro-1a13_ngenContig1357_-_CDS,Nontoxin,Nontoxin,226.01,115.47,153.47,103.14,96.2,169.49,177.99,176.16,152.24125
Ccera-CLP2057ext_Transaldolase_ngenContig270_-_CDS,Nontoxin,Nontoxin,80.26,194.97,165.19,174.7,150.31,154.81,219.52,75.76,151.94
Ccera-CLP2057ext_MannosidaseIB_ngenContig1779_-_CDS,Nontoxin,Nontoxin,109.29,184.51,117.73,112.72,160.45,226.85,209.56,92.81,151.74
Ccera-CLP2068ngen_LCFACoALig3_ngenContig1542_-_CDS,Nontoxin,Nontoxin,146.09,218.39,169.62,121.24,142.64,100.64,149.41,163.4,151.42875
Ccera-CLP2057ext_mRpL42_ngenContig2750_-_CDS,Nontoxin,Nontoxin,132.4,202.19,127.83,136.27,109.99,95.58,250.93,155.52,151.33875
Ccera-CLP2057ext_VtypeATPase16_ngenContig1387_-_CDS,Nontoxin,Nontoxin,106.81,92.35,25.76,189.31,142.85,284.04,239.74,129.38,151.28
Ccera-CLP2057ext_PRELI_ngenContig2803_-_CDS,Nontoxin,Nontoxin,145.74,164.53,153.69,146.39,122.74,145.47,164.78,166.25,151.19875
Ccera-CLP2057ext_Prohibitin_ngenContig3684_-_CDS,Nontoxin,Nontoxin,143.76,156.68,251.67,61.71,105.44,95.33,209.49,183.54,150.9525
Ccera-CLP2057ext_3bHDDIsom_ngenContig4815_-_CDS,Nontoxin,Nontoxin,288.08,121.33,54.31,91.84,106.51,148.91,143.73,251.52,150.77875
Ccera-CLP2057ext_NADHDehydro-1a5_ngenContig1931_-_CDS,Nontoxin,Nontoxin,172.82,179.09,201.91,89.75,74.37,108.23,143.96,233.9,150.50375
Ccera-CLP2057ext_Rab-2A_ngenContig946_-_CDS,Nontoxin,Nontoxin,88.08,152.23,190.13,149.32,139.47,175.43,193.29,109.43,149.6725
Ccera-CLP2057ext_Coatomer-e_ngenContig4223_-_CDS,Nontoxin,Nontoxin,99.68,175.6,146.33,149.68,151.19,211.69,181.92,78.72,149.35125
Ccera-CLP2057ext_TMP14C-1_ngenContig1649_-_CDS,Nontoxin,Nontoxin,81.08,158.36,254.82,172.51,114.96,132.06,134.09,143.24,148.89
Ccera-CLP2057ext_Vigilin-1_ngenContig39_-_CDS,Nontoxin,Nontoxin,130.4,108.92,132.45,74.1,126.1,120.45,292.82,195.09,147.54125
Ccera-CLP2057ext_OrnithinAminoTrans_ngenContig1046_-_CDS,Nontoxin,Nontoxin,97.06,179.48,98.23,106.7,45.64,53.87,189.34,403.49,146.72625
Ccera-CLP2057ext_CD9_ngenContig1423_-_CDS,Nontoxin,Nontoxin,74.5,193,125.18,237.63,94.61,147.68,183.65,117.45,146.7125
Ccera-CLP2057ext_TMP111_ngenContig3454_-_CDS,Nontoxin,Nontoxin,122.87,137.64,172.85,134.93,121.75,113.05,201.97,162.9,145.995
Ccera-CLP2057ext_HD2_ngenContig4170_-_CDS,Nontoxin,Nontoxin,60.87,223.7,159.93,130.02,103.49,215.59,168.63,100.38,145.32625
Ccera-CLP2057ext_Hemoglobin-b1_ngenContig4786_-_CDS,Nontoxin,Nontoxin,235.89,81.36,1.57,9.27,32.35,124.87,667.86,7.14,145.03875
Ccera-CLP2057ext_TransformingRhoA-1_ngenContig916_-_CDS,Nontoxin,Nontoxin,62.86,163.96,156.02,156.2,112.68,152.22,251.15,94.91,143.75
Ccera-CLP2057ext_Aquaporin5_ngenContig799_-_CDS,Nontoxin,Nontoxin,201.21,188.26,159.61,139.04,56.76,101.66,171.73,129.69,143.495
Ccera-CLP2057ext_Cystatin_ngenContig2153_-_CDS,Nontoxin,Nontoxin,101.08,222.52,132.45,174.1,88.6,148.89,142.23,136.48,143.29375
Ccera-CLP2057ext_TMP41B_ngenContig626_-_CDS,Nontoxin,Nontoxin,93.37,159.52,98.45,113.38,141.26,102.74,313.31,123.95,143.2475
Ccera-CLP2057ext_Calmodulin-2_ngenContig2391_-_CDS,Nontoxin,Nontoxin,94.27,237.34,162.36,123.63,96.79,185.68,140.68,96.23,142.1225
Ccera-CLP2057ext_LAMTOR2_ngenContig3025_-_CDS,Nontoxin,Nontoxin,152.05,190.13,122.51,188.92,110.94,96.12,159.37,115.65,141.96125
Ccera-CLP2057ext_TComplex1-z_ngenContig1170_-_CDS,Nontoxin,Nontoxin,65.94,184.61,245.17,169.86,59.04,129.04,132.76,146.36,141.5975
Ccera-CLP2109ngen_TLC1_ngenContig1433_-_CDS,Nontoxin,Nontoxin,151.32,146.32,38.53,197.24,121.45,227.06,130.19,115.3,140.92625
Ccera-CLP2057ext_HMG-14_ngenContig3864_-_CDS,Nontoxin,Nontoxin,73.16,194.63,155.63,143.49,98.34,104.84,128.33,228.04,140.8075
Ccera-CLP2057ext_C7orf55_ngenContig4064_-_CDS,Nontoxin,Nontoxin,138.59,122.92,118.24,114.87,64.47,143.39,218.18,204.04,140.5875
Ccera-CLP2057ext_TComplex1e_ngenContig1521_-_CDS,Nontoxin,Nontoxin,86.67,116,166.46,104.56,89.02,122.33,248.99,187.99,140.2525
Ccera-KW1109ngen_Proteasome-b5_ngenContig7825_-_CDS,Nontoxin,Nontoxin,83.31,59.39,15.72,185.78,115.18,311.55,221.43,126.96,139.915
Ccera-CLP2057ext_ADP-ribosylation4_ngenContig2475_-_CDS,Nontoxin,Nontoxin,121.61,163.12,145.89,103.73,160.78,165.52,159.75,96.9,139.6625
Ccera-CLP2057ext_MyosinLight6_ngenContig2757_-_CDS,Nontoxin,Nontoxin,118.48,115.06,25,165.76,180.08,35.22,330.63,146.58,139.60125
Ccera-CLP2057ext_Surfeit4_ngenContig1998_-_CDS,Nontoxin,Nontoxin,140.49,197.42,122.08,133.81,120.61,179.4,146.94,74.64,139.42375
Ccera-CLP2057ext_GTPnpRAN1_ngenContig2667_-_CDS,Nontoxin,Nontoxin,96.54,172.35,148.26,139.76,84.78,157.87,171.74,143.72,139.3775
Ccera-CLP2057ext_mRpS17_ngenContig1544_-_CDS,Nontoxin,Nontoxin,149.06,181.18,144.07,84.02,78.46,74.31,137.77,259.66,138.56625
Ccera-CLP2109ngen_AdenylateKin2_ngenContig1678_-_CDS,Nontoxin,Nontoxin,109.55,185.52,125.53,141.19,118.68,131.8,151.21,144.23,138.46375
Ccera-CLP2071ngen_HyoxiaUpReg1_ngenContig2048_-_CDS,Nontoxin,Nontoxin,200.88,183.89,116.57,95.96,87.82,233.35,80.01,107.73,138.27625
Ccera-CLP2057ext_InsulinInd1_ngenContig3539_-_CDS,Nontoxin,Nontoxin,62.85,137.52,41.48,56.08,162.51,50.36,386.78,203.76,137.6675
Ccera-CLP2057ext_NADHDehydro-1b9_ngenContig3550_-_CDS,Nontoxin,Nontoxin,147.79,135.19,173.93,145.2,86.92,114.13,122.28,166.54,136.4975
Ccera-KW1109ngen_GRichSeq1_ngenContig3170_-_CDS,Nontoxin,Nontoxin,82.38,170.31,126.35,114.84,138.24,150.25,194.16,113.5,136.25375
Ccera-CLP2057ext_PPAR-g1_ngenContig490_-_CDS,Nontoxin,Nontoxin,82.09,117,118.41,174.13,110.03,189.33,199.34,97.68,136.00125
Ccera-CLP2057ext_mMalateDH_ngenContig367_-_CDS,Nontoxin,Nontoxin,114.97,156.05,152.45,130.75,103.67,127.81,159.27,133.74,134.83875
Ccera-CLP2057ext_EF-1a2_ngenContig4545_-_CDS,Nontoxin,Nontoxin,101.04,512.49,31.57,113.61,19.34,27.37,18.71,254.43,134.82
Ccera-CLP2057ext_SLC41-2_ngenContig2155_-_CDS,Nontoxin,Nontoxin,110.89,140.92,155.43,112.74,87.83,141.82,183.04,145.76,134.80375
Ccera-CLP2057ext_Adipocyte_ngenContig1615_-_CDS,Nontoxin,Nontoxin,115.32,125.77,148.76,83.77,51.62,102.58,272.39,171.28,133.93625
Ccera-CLP2057ext_MyosinLight6_ngenContig2758_-_CDS,Nontoxin,Nontoxin,98.65,150.16,329.76,130.68,1.63,200.14,4.43,155.95,133.925
Ccera-CLP2065ngen_ADPRibosyl3-2_ngenContig1315_-_CDS,Nontoxin,Nontoxin,106.28,136.9,151.22,118.25,107.7,132.6,175.94,138.24,133.39125
Ccera-CLP2057ext_Peroxiredoxin1_ngenContig413_-_CDS,Nontoxin,Nontoxin,90.94,206.42,143.96,160.33,88.03,93.43,194.29,89.5,133.3625
Ccera-CLP2057ext_Coatomer-bp_ngenContig3165_-_CDS,Nontoxin,Nontoxin,122.41,98.79,202.31,92.97,146.97,129.13,175.12,97.68,133.1725
Ccera-CLP2057ext_SignalRec54_ngenContig2613_-_CDS,Nontoxin,Nontoxin,85.13,103.95,223.55,93.45,131.04,140.33,180.56,101.88,132.48625
Ccera-CLP2057ext_OCIA_ngenContig1606_-_CDS,Nontoxin,Nontoxin,96.15,163.41,155.57,144.92,86.75,93.08,135.79,182.94,132.32625
Ccera-CLP2057ext_Actin23comp3_ngenContig1816_-_CDS,Nontoxin,Nontoxin,84.4,157.45,157.67,141.3,111.6,132.61,133.38,138.15,132.07
Ccera-CLP2071ngen_GlucPIsom_ngenContig3553_-_CDS,Nontoxin,Nontoxin,92.98,301.4,84.88,157.66,69.32,83.33,107.88,154.93,131.5475
Ccera-CLP2057ext_Aminoacyl-tRNASyn_ngenContig2566_-_CDS,Nontoxin,Nontoxin,130.49,104.28,171.58,107.87,84.21,89.39,191.54,172.68,131.505
Ccera-CLP2057ext_HSP70_ngenContig545_-_CDS,Nontoxin,Nontoxin,96,184.48,97.63,133.69,90.75,152.5,134.27,161.09,131.30125
Ccera-CLP2057ext_SEC63_ngenContig3662_-_CDS,Nontoxin,Nontoxin,88.52,162.57,136.33,122.86,109.66,121.04,164.73,143.97,131.21
Ccera-CLP2057ext_EnhRudimentary_ngenContig3106_-_CDS,Nontoxin,Nontoxin,83.91,164.51,164.47,105.67,107.06,101.07,171.82,150.5,131.12625
Ccera-CLP2057ext_FattyAcidBind_ngenContig348_-_CDS,Nontoxin,Nontoxin,144.29,65.37,171.3,243.09,77.52,100.77,166.32,69.12,129.7225
Ccera-CLP2071ngen_Tim23_ngenContig2636_-_CDS,Nontoxin,Nontoxin,69.84,173.15,119.28,136.88,134.1,142.48,172.81,83.07,128.95125
Ccera-CLP2057ext_HistoneH3-3-2_ngenContig3863_-_CDS,Nontoxin,Nontoxin,99.67,90.03,145.88,156.95,61.34,77.58,147.74,252.3,128.93625
Ccera-CLP2065ngen_PDE6_ngenContig6107_-_CDS_-_CDS,Nontoxin,Nontoxin,117.84,233.89,135.5,98.85,25.44,82.51,100.24,231.15,128.1775
Ccera-CLP2057ext_FumarylacetoacetateHyd2A_ngenContig4601_-_CDS,Nontoxin,Nontoxin,96.95,137.93,91.16,162.61,151.85,134.33,98.2,146.28,127.41375
Ccera-CLP2057ext_GlnSyn_ngenContig2943_-_CDS,Nontoxin,Nontoxin,48.03,76.14,80.64,126.11,75.48,32.13,429.61,151.01,127.39375
Ccera-CLP2057ext_SPARC_ngenContig3227_-_CDS,Nontoxin,Nontoxin,259.48,138.43,270.05,61.6,45.26,114.9,81.78,41.45,126.61875
Ccera-CLP2057ext_HMG-14A_ngenContig3867_-_CDS,Nontoxin,Nontoxin,90.21,127.8,134.73,88.41,93,60.95,162.4,253.51,126.37625
Ccera-CLP2057ext_Reductase3_ngenContig2863_-_CDS,Nontoxin,Nontoxin,74.32,178.8,110.78,227.27,73.31,114.02,115.44,116.33,126.28375
Ccera-CLP2057ext_UbRelMod2_ngenContig347_-_CDS,Nontoxin,Nontoxin,100.19,146.79,147.42,132.88,117.07,109.54,149.21,105.45,126.06875
Ccera-CLP2071ngen_Profilin1_ngenContig6576_-_CDS,Nontoxin,Nontoxin,95.62,80.07,11.08,146.32,138.02,223.27,168.74,144.8,125.99
Ccera-CLP2105ngen_DDPOSGT-STT3B_ngenContig262_-_CDS,Nontoxin,Nontoxin,141.51,160.36,156.46,51.26,144.79,76.98,158.31,115.92,125.69875
Ccera-CLP2057ext_GProtein-g5_ngenContig1087_-_CDS,Nontoxin,Nontoxin,86.56,163.09,79.65,128.41,87.5,201.8,156.13,100.17,125.41375
Ccera-CLP2057ext_facta2_ngenContig214_-_CDS,Nontoxin,Nontoxin,104.64,139.17,165.53,120.02,72.14,93.4,164.04,140.36,124.9125
Ccera-CLP2057ext_SerPalmitoyltransferaseA_ngenContig1777_-_CDS,Nontoxin,Nontoxin,120.43,144.45,149.35,92.74,113.24,140.03,146.37,89.43,124.505
Ccera-CLP2057ext_HistoneH3-3-3_ngenContig3865_-_CDS,Nontoxin,Nontoxin,85.64,147.78,163.78,130.57,46.19,79.93,144.07,192.2,123.77
Ccera-CLP2057ext_TrimethABDehydro_ngenContig2132_-_CDS,Nontoxin,Nontoxin,97.19,129.25,196.8,115.14,80.36,127.05,145.19,95.74,123.34
Ccera-CLP2057ext_RNAPolTran-p15_ngenContig2781_-_CDS,Nontoxin,Nontoxin,94.3,173.07,177.6,102.01,72.21,95.21,163.37,108.28,123.25625
Ccera-CLP2071ngen_Claudin7_ngenContig1264_-_CDS,Nontoxin,Nontoxin,103,120.24,33.93,171.1,103.51,162.05,164.26,120.01,122.2625
Ccera-CLP2057ext_Rab-18_ngenContig4576_-_CDS,Nontoxin,Nontoxin,102.4,154.83,136.24,99.39,114.32,105.35,144.45,117.28,121.7825
Ccera-CLP2057ext_Dpy30_ngenContig1926_-_CDS,Nontoxin,Nontoxin,74.08,145.73,118.59,119.24,74.8,119.78,157.59,160.18,121.24875
Ccera-CLP2071ngen_ST3Gal-IV_ngenContig3956_-_CDS,Nontoxin,Nontoxin,117.26,100.97,109.71,92.94,122.72,98.51,126.6,199.42,121.01625
Ccera-CLP2057ext_SolCarr30_ngenContig3795_-_CDS,Nontoxin,Nontoxin,104.31,102.86,136.24,118.23,78.79,81.63,147.49,195.96,120.68875
Ccera-KW1109ngen_RibL28_ngenContig7460_-_CDS,Nontoxin,Nontoxin,107.34,101.75,136.13,87.63,108.92,151.84,133.2,136.58,120.42375
Ccera-CLP2057ext_TIF-3D_ngenContig683_-_CDS,Nontoxin,Nontoxin,86.3,106.99,150.76,101.13,102.75,94.92,178.63,141.18,120.3325
Ccera-CLP2071ngen_ERGIC-53_ngenContig5170_-_CDS,Nontoxin,Nontoxin,107,93.06,125.38,86.03,120.66,146.55,188.21,92.7,119.94875
Ccera-CLP2057ext_Grancalcin_ngenContig1882_-_CDS,Nontoxin,Nontoxin,65.99,126.95,132.41,112.51,112.45,109.51,185.48,113.56,119.8575
Ccera-CLP2057ext_Thioredoxin17_ngenContig2371_-_CDS,Nontoxin,Nontoxin,92.4,93.97,174.89,107.11,83.85,102.12,137.97,163.88,119.52375
Ccera-CLP2057ext_Sequestosome1_ngenContig1066_-_CDS,Nontoxin,Nontoxin,40.54,210.18,64.57,150.71,94.72,106.55,208.04,79.97,119.41
Ccera-CLP2057ext_Ribonuclease-k_ngenContig3494_-_CDS,Nontoxin,Nontoxin,102.42,147.6,83.8,156.07,75.29,121.09,149.14,119.45,119.3575
Ccera-CLP2057ext_Tubulin-b5_ngenContig2952_-_CDS,Nontoxin,Nontoxin,86.36,81.59,167.44,81.03,132.02,151.7,175.28,79.22,119.33
Ccera-CLP2057ext_FGFR1_ngenContig353_-_CDS,Nontoxin,Nontoxin,82.33,128.83,116.25,101.73,111.67,168.83,166.12,76.54,119.0375
Ccera-CLP2065ngen_EukTIF3H_ngenContig5607_-_CDS,Nontoxin,Nontoxin,62.97,122.79,105.03,107.52,101.8,117.13,167.56,165.23,118.75375
Ccera-CLP2057ext_Synaptogyrin2_ngenContig2372_-_CDS,Nontoxin,Nontoxin,111.32,139.27,105.09,108.8,111.8,132.12,133.19,103.29,118.11
Ccera-CLP2057ext_ADPRibosyl6_ngenContig1908_-_CDS,Nontoxin,Nontoxin,104.56,124.17,149.76,89.99,74.76,113.2,154.43,133.12,117.99875
Ccera-CLP2057ext_ProstaglandinESyn3_ngenContig1662_-_CDS,Nontoxin,Nontoxin,85.42,147.55,100.43,103.94,82.01,103.97,171.87,146.45,117.705
Ccera-CLP2057ext_AP-2-sigma_ngenContig3007_-_CDS,Nontoxin,Nontoxin,77.73,124.01,124.85,113.47,105.87,93.38,170.83,130.92,117.6325
Ccera-CLP2057ext_ER44_ngenContig938_-_CDS,Nontoxin,Nontoxin,111.35,112.08,146.68,57.04,101.79,57.83,204.57,146.79,117.26625
Ccera-CLP2071ngen_Rieske_ngenContig6870_-_CDS,Nontoxin,Nontoxin,100.82,124.13,110.1,122.28,87.67,114.75,144.59,133.54,117.235
Ccera-CLP2057ext_AP-1-s1A_ngenContig3536_-_CDS,Nontoxin,Nontoxin,100.87,136.47,91.88,116.32,112.98,146.66,119.7,100.87,115.71875
Ccera-CLP2057ext_C14orf166_ngenContig3406_-_CDS,Nontoxin,Nontoxin,92.71,125.61,124.75,92.28,66.94,71.14,162.4,188.34,115.52125
Ccera-CLP2068ngen_Protease8_ngenContig214_-_CDS,Nontoxin,Nontoxin,71.55,136.36,147.28,71.93,84.38,95.09,209.27,104.42,115.035
Ccera-CLP2057ext_Capping-b_ngenContig31_-_CDS,Nontoxin,Nontoxin,69.66,146.32,86.32,145.12,90.65,119.31,155.15,106.49,114.8775
Ccera-CLP2057ext_PrenRab1_ngenContig3751_-_CDS,Nontoxin,Nontoxin,81.35,91.14,126.8,138.89,97.63,109.91,188.23,83.27,114.6525
Ccera-CLP2071ngen_SPF27_ngenContig7008_-_CDS,Nontoxin,Nontoxin,86.32,132.47,130.24,98.84,97.26,139.99,136.59,94.19,114.4875
Ccera-CLP2057ext_SEC13_ngenContig4271_-_CDS,Nontoxin,Nontoxin,111.69,107.88,167.72,80.01,101.67,104.16,136.53,105.67,114.41625
Ccera-CLP2057ext_Tcomp1theta_ngenContig2800_-_CDS,Nontoxin,Nontoxin,67.43,82.52,173.81,84.34,84.71,125.23,193.3,101.72,114.1325
Ccera-CLP2065ngen_Rab-28_ngenContig1026_-_CDS,Nontoxin,Nontoxin,92.41,97.09,140.36,112.02,101.26,135.23,135.13,99.2,114.0875
Ccera-CLP2057ext_ColdShockE1_ngenContig185_-_CDS,Nontoxin,Nontoxin,112.4,135.16,128.04,74.63,76.41,86.87,155.07,141.57,113.76875
Ccera-CLP2057ext_TMBAXInh4_ngenContig3817_-_CDS,Nontoxin,Nontoxin,86.69,172.98,127.03,138.75,86.6,82.74,112.7,102.22,113.71375
Ccera-CLP2057ext_LysosomalTMP4A_ngenContig2721_-_CDS,Nontoxin,Nontoxin,72.51,157.9,101.03,124.77,75.23,130.55,130.56,114.34,113.36125
Ccera-CLP2057ext_PKHD_ngenContig3289_-_CDS,Nontoxin,Nontoxin,105.95,172.72,70.07,150.87,65.7,208.02,50.73,81.86,113.24
Ccera-CLP2065ngen_AlcDe5III_ngenContig3664_-_CDS,Nontoxin,Nontoxin,79.98,130.48,144.15,119.42,70.89,71.61,165.91,122.61,113.13125
Ccera-CLP2137ngen_AKT_ngenContig2189_-_CDS,Nontoxin,Nontoxin,70.58,138.48,116.44,110.89,83.55,122.93,156.37,97.44,112.085
Ccera-CLP2057ext_BUD31_ngenContig180_-_CDS,Nontoxin,Nontoxin,71.51,109.61,121.19,104.89,101.94,127.66,169.48,85.27,111.44375
Ccera-CLP2057ext_SPhaseKin_ngenContig1427_-_CDS,Nontoxin,Nontoxin,75.16,176.4,106.29,98.56,85.72,86.97,145.08,114.77,111.11875
Ccera-CLP2057ext_COX2_ngenContig257_-_CDS,Nontoxin,Nontoxin,151.47,99.04,159.73,104.47,66.55,35.84,123.3,142.25,110.33125
Ccera-CLP2109ngen_IscU_ngenContig915_-_CDS,Nontoxin,Nontoxin,51.03,147.1,64.24,132.3,60.64,163.04,129.44,132.19,109.9975
Ccera-CLP2057ext_ZincTran5_ngenContig227_-_CDS,Nontoxin,Nontoxin,115.87,113.42,127.7,89.81,87.35,86.16,133.32,125.07,109.8375
Ccera-CLP2057ext_ProteasomeReg4_ngenContig4723_-_CDS,Nontoxin,Nontoxin,70.49,96.61,47.75,132.66,100.89,166.05,183.12,79.06,109.57875
Ccera-CLP2065ngen_CytB-c1-2_ngenContig1589_-_CDS,Nontoxin,Nontoxin,71.15,117.01,126.64,140.79,99.78,111.16,115.35,93.42,109.4125
Ccera-CLP2057ext_Coatomer-z1_ngenContig1880_-_CDS,Nontoxin,Nontoxin,91.6,90.32,137.11,100.64,64.6,148.78,128.39,112.92,109.295
Ccera-CLP2057ext_Derlin2_ngenContig365_-_CDS,Nontoxin,Nontoxin,84.96,146.79,138.22,63.06,88.33,134.16,146.34,72.28,109.2675
Ccera-CLP2057ext_LLP_ngenContig3164_-_CDS,Nontoxin,Nontoxin,85.83,123.61,132.45,88.77,85.68,72.01,166.53,117.95,109.10375
Ccera-CLP2057ext_ArgNMeT1_ngenContig276_-_CDS,Nontoxin,Nontoxin,65.37,160.89,110.38,73.74,47.36,57.02,132.49,224.37,108.9525
Ccera-CLP2057ext_Proteasome-6A_ngenContig2055_-_CDS,Nontoxin,Nontoxin,90.46,99.84,167.17,80.44,82.21,94.75,170.45,80.47,108.22375
Ccera-CLP2057ext_EndophilinB1_ngenContig3049_-_CDS,Nontoxin,Nontoxin,74.71,139.09,103.32,100.26,80.12,98.84,159.19,107.35,107.86
Ccera-CLP2057ext_Proteasome-a1_ngenContig686_-_CDS,Nontoxin,Nontoxin,69.82,122.09,150.2,85.32,80.6,95.8,181.09,77.09,107.75125
Ccera-CLP2057ext_KIAA1324_ngenContig3916_-_CDS,Nontoxin,Nontoxin,108.01,79.78,93.61,103.05,66.61,83.41,166.68,157.38,107.31625
Ccera-CLP2057ext_39SL21_ngenContig1547_-_CDS,Nontoxin,Nontoxin,81.17,97.86,154.89,87.08,94.33,115.51,149.5,76.89,107.15375
Ccera-CLP2057ext_RNABind8A_ngenContig3574_-_CDS,Nontoxin,Nontoxin,69.61,105.27,111.51,102.76,83.4,163.73,135.38,85.38,107.13
Ccera-CLP2057ext_HACoADH2_ngenContig2485_-_CDS,Nontoxin,Nontoxin,77.24,109.84,140.79,94.83,74.35,120.14,113.05,126.78,107.1275
Ccera-CLP2057ext_6PhosDeh_ngenContig988_-_CDS,Nontoxin,Nontoxin,51.66,138.43,118.53,142.32,77.99,116.38,134.19,76.96,107.0575
Ccera-CLP2065ngen_TIF2-3_ngenContig3387_-_CDS,Nontoxin,Nontoxin,68.75,111.62,133.85,80.26,75.8,78.21,148.04,157.64,106.77125
Ccera-CLP2057ext_NADHDehydro-1a11_ngenContig4265_-_CDS,Nontoxin,Nontoxin,120.03,133.34,109.18,100.9,42.41,117.54,130.3,99.54,106.655
Ccera-CLP2109ngen_CellDivCycle123_ngenContig4274_-_CDS,Nontoxin,Nontoxin,72.89,89.77,122.92,119.48,74.06,103.78,105.02,160.45,106.04625
Ccera-CLP2057ext_HistidineNBP1_ngenContig3858_-_CDS,Nontoxin,Nontoxin,92.98,114.58,146.34,111.58,58.55,90.3,87.98,139.06,105.17125
Ccera-CLP2057ext_UbFusionDeg1_ngenContig937_-_CDS,Nontoxin,Nontoxin,92.98,144,127.76,158.66,59.75,78.82,87.39,91.38,105.0925
Ccera-CLP2071ngen_CytC-c1-1_ngenContig5265_-_CDS,Nontoxin,Nontoxin,85.55,109.16,143.11,104.83,75.35,105.36,131.21,82.84,104.67625
Ccera-CLP2065ngen_SerpinB6_ngenContig1769_-_CDS,Nontoxin,Nontoxin,84.51,84.38,128.88,80.88,90.84,102.62,145.05,119.48,104.58
