gene_id,class,toxin_family,CLP2057,CLP2065,CLP2068,CLP2071,CLP2105,CLP2109,CLP2137,KW1744
Ccera-CLP2065ngen_AP-3-mu1_ngenContig1193_-_CDS,Nontoxin,Nontoxin,101,220,127,145,109,86,86,126
Ccera-CLP2057ext_AP-3-s1_ngenContig1910_-_CDS,Nontoxin,Nontoxin,174,167,208,281,194,157,246,288
Ccera-CLP2057ext_apolipoproteinO_ngenContig1799_-_CDS,Nontoxin,Nontoxin,49,21,19,14,10,17,7,20
Ccera-CLP2109ngen_ApopInhib5_ngenContig2505_-_CDS,Nontoxin,Nontoxin,88,161,102,115,122,166,163,142
Ccera-CLP2065ngen_ApoptosisInh-1_ngenContig3864_-_CDS,Nontoxin,Nontoxin,72,100,106,95,56,111,81,115
Ccera-CLP2065ngen_Aprataxin_ngenContig6604_-_CDS,Nontoxin,Nontoxin,104,145,95,139,94,122,69,111
Ccera-CLP2057ext_Aquaporin1_ngenContig3513_-_CDS,Nontoxin,Nontoxin,168,170,120,59,62,101,187,236
Ccera-CLP2071ngen_Aquaporin3_ngenContig6275_-_CDS,Nontoxin,Nontoxin,27,57,28,140,18,43,65,54
Ccera-CLP2057ext_Aquaporin5_ngenContig799_-_CDS,Nontoxin,Nontoxin,732,569,458,541,200,330,477,535
Ccera-CLP2057ext_Aralar1_ngenContig2852_-_CDS,Nontoxin,Nontoxin,212,290,234,331,193,204,226,191
Ccera-CLP2071ngen_Archease_ngenContig1951_-_CDS,Nontoxin,Nontoxin,93,203,141,274,154,220,196,190
Ccera-CLP2068ngen_Arfaptin1_ngenContig3477_-_CDS,Nontoxin,Nontoxin,105,118,145,141,99,114,69,111
Ccera-KW1109ngen_Arfaptin2_ngenContig5056_-_CDS,Nontoxin,Nontoxin,114,136,46,203,184,310,213,184
Ccera-CLP2057ext_Arginyl-tRNASyn_ngenContig1698_-_CDS,Nontoxin,Nontoxin,439,460,657,455,452,389,529,636
Ccera-CLP2057ext_ArgNMeT1_ngenContig276_-_CDS,Nontoxin,Nontoxin,342,700,456,413,242,266,529,1334
Ccera-KW1109ngen_Arrestin-b2_ngenContig5475_-_CDS,Nontoxin,Nontoxin,73,71,30,82,59,77,56,127
Ccera-CLP2068ngen_ArylacetamideDeacetylase_ngenContig1556_-_CDS,Nontoxin,Nontoxin,66,72,117,216,47,173,165,91
Ccera-CLP2057ext_AspAminoTrans1_ngenContig2048_-_CDS,Nontoxin,Nontoxin,128,162,272,163,216,224,198,84
Ccera-CLP2057ext_Aspartyl-tRNASyn_ngenContig315_-_CDS,Nontoxin,Nontoxin,326,410,394,356,265,332,351,618
Ccera-CLP2057ext_AspDipeptidase_ngenContig3887_-_CDS,Nontoxin,Nontoxin,228,127,195,158,144,159,177,221
Ccera-CLP2057ext_AspSyn_ngenContig1255_-_CDS,Nontoxin,Nontoxin,705,717,383,345,512,202,343,718
Ccera-CLP2057ext_AsptRNASyn_ngenContig3607_-_CDS,Nontoxin,Nontoxin,470,885,385,509,581,616,582,401
Ccera-CLP2057ext_ATOX1_ngenContig3338_-_CDS,Nontoxin,Nontoxin,11,9,37,13,3,22,16,21
Ccera-CLP2105ngen_ATPase-ASNA1_ngenContig4088_-_CDS,Nontoxin,Nontoxin,105,95,161,177,156,203,175,154
Ccera-CLP2057ext_ATPase-lys70_ngenContig4205_-_CDS,Nontoxin,Nontoxin,340,307,267,551,353,387,666,358
Ccera-CLP2057ext_ATPaseCaPm1_ngenContig2204_-_CDS,Nontoxin,Nontoxin,1362,581,1137,760,1308,569,956,2010
Ccera-CLP2057ext_ATPaseV1-G3_ngenContig1346_-_CDS,Nontoxin,Nontoxin,613,561,987,916,529,1040,1328,966
Ccera-CLP2109ngen_ATPBindCassetteF2_ngenContig5438_-_CDS,Nontoxin,Nontoxin,268,200,109,267,347,451,262,312
Ccera-CLP2137ngen_ATPBindingD3_ngenContig2739_-_CDS,Nontoxin,Nontoxin,105,196,138,232,140,112,243,264
Ccera-CLP2057ext_ATPBindingE1_ngenContig2599_-_CDS,Nontoxin,Nontoxin,948,435,887,560,572,571,826,1364
Ccera-CLP2071ngen_ATPSyn-a_ngenContig4184_-_CDS,Nontoxin,Nontoxin,867,836,384,1172,641,986,842,994
Ccera-CLP2057ext_ATPSyn-b1_ngenContig3399_-_CDS,Nontoxin,Nontoxin,1859,2550,1466,3539,1723,2153,1851,2449
Ccera-CLP2057ext_ATPSyn-b2_ngenContig2774_-_CDS,Nontoxin,Nontoxin,496,550,687,585,473,629,679,685
Ccera-CLP2057ext_ATPSyn-d_ngenContig1554_-_CDS,Nontoxin,Nontoxin,495,454,610,467,323,288,421,752
Ccera-CLP2057ext_ATPSyn-e_extContig204_-_CDS,Nontoxin,Nontoxin,189,114,124,105,44,103,127,130
Ccera-CLP2057ext_ATPSyn-eps_ngenContig2117_-_CDS,Nontoxin,Nontoxin,52,34,46,48,21,38,33,47
Ccera-CLP2057ext_ATPSyn-f_ngenContig2619_-_CDS,Nontoxin,Nontoxin,405,268,387,281,159,217,284,574
Ccera-CLP2057ext_ATPSyn-g_ngenContig2868_-_CDS,Nontoxin,Nontoxin,399,261,212,302,176,152,220,372
Ccera-CLP2065ngen_ATPSyn-s_ngenContig2227_-_CDS,Nontoxin,Nontoxin,53,181,90,144,73,89,97,129
Ccera-CLP2057ext_ATPSynLipid-1_ngenContig2730_-_CDS,Nontoxin,Nontoxin,175,295,208,301,147,189,235,409
Ccera-CLP2057ext_ATPSynLipid-2_ngenContig4246_-_CDS,Nontoxin,Nontoxin,395,264,298,388,249,281,256,460
Ccera-CLP2057ext_ATPSynLipid-4_ngenContig2014_-_CDS,Nontoxin,Nontoxin,92,61,106,59,42,27,64,54
Ccera-CLP2057ext_ATPSynO_ngenContig1834_-_CDS,Nontoxin,Nontoxin,892,604,1066,729,433,557,682,989
Ccera-CLP2057ext_AuroraKin_ngenContig3023_-_CDS,Nontoxin,Nontoxin,93,79,67,109,79,76,72,151
Ccera-CLP2057ext_Autophagy101_ngenContig617_-_CDS,Nontoxin,Nontoxin,56,151,64,145,56,73,88,106
Ccera-CLP2065ngen_Autophagy5_ngenContig2800_-_CDS,Nontoxin,Nontoxin,64,98,55,72,77,83,155,110
Ccera-CLP2105ngen_AWP1_ngenContig4300_-_CDS,Nontoxin,Nontoxin,39,71,47,95,42,40,60,65
Ccera-CLP2071ngen_BAG3_ngenContig6768_-_CDS,Nontoxin,Nontoxin,225,364,182,243,183,203,243,227
Ccera-CLP2071ngen_Band5_ngenContig6473_-_CDS,Nontoxin,Nontoxin,89,146,69,248,101,131,120,166
Ccera-CLP2057ext_BarrierAutointegration_ngenContig2489_-_CDS,Nontoxin,Nontoxin,79,144,65,145,67,150,113,114
Ccera-CLP2057ext_Basigin_ngenContig4317_-_CDS,Nontoxin,Nontoxin,234,414,190,342,349,471,279,236
Ccera-CLP2065ngen_BAT1_ngenContig5292_-_CDS,Nontoxin,Nontoxin,188,358,244,260,148,349,308,468
Ccera-CLP2065ngen_Battenin_ngenContig4306_-_CDS,Nontoxin,Nontoxin,106,186,157,42,132,103,138,104
Ccera-CLP2057ext_BaxInh1_ngenContig647_-_CDS,Nontoxin,Nontoxin,709,1034,779,1113,610,677,1132,1025
Ccera-CLP2057ext_BCAminotransferase_ngenContig166_-_CDS,Nontoxin,Nontoxin,530,321,228,248,219,195,214,198
Ccera-CLP2057ext_BCell31_ngenContig4312_-_CDS,Nontoxin,Nontoxin,636,916,895,1301,579,1013,541,709
Ccera-CLP2057ext_BCellRec29_ngenContig2451_-_CDS,Nontoxin,Nontoxin,63,170,112,159,104,119,143,170
Ccera-CLP2071ngen_Bcms1_ngenContig1023_-_CDS,Nontoxin,Nontoxin,66,93,63,140,65,90,65,108
Ccera-CLP2057ext_Beclin1_ngenContig3020_-_CDS,Nontoxin,Nontoxin,208,215,247,117,205,86,167,207
Ccera-CLP2065ngen_BEN7_ngenContig5928_-_CDS,Nontoxin,Nontoxin,105,224,103,173,138,147,215,97
Ccera-CLP2057ext_BET1_ngenContig3853_-_CDS,Nontoxin,Nontoxin,39,29,42,30,25,30,42,41
Ccera-CLP2057ext_BetaCentractin_ngenContig4415_-_CDS,Nontoxin,Nontoxin,91,117,140,91,140,123,119,86
Ccera-KW1109ngen_Bifunctional_ngenContig2609_-_CDS,Nontoxin,Nontoxin,221,416,64,186,182,127,83,185
Ccera-CLP2071ngen_Bifunctional-PURH_ngenContig4466_-_CDS,Nontoxin,Nontoxin,161,232,194,278,100,157,189,419
Ccera-CLP2071ngen_Bifunctional2_ngenContig1322_-_CDS,Nontoxin,Nontoxin,144,228,172,191,179,132,234,209
Ccera-CLP2065ngen_Biglycan_ngenContig2333_-_CDS,Nontoxin,Nontoxin,90,367,174,106,193,346,123,262
Ccera-CLP2057ext_Biogenesis_ngenContig4546_-_CDS,Nontoxin,Nontoxin,91,103,19,85,41,63,74,84
Ccera-CLP2071ngen_Biogenesis10_ngenContig1219_-_CDS,Nontoxin,Nontoxin,27,63,51,102,42,68,67,76
Ccera-CLP2065ngen_BiPGlyMutase_ngenContig2126_-_CDS,Nontoxin,Nontoxin,27,64,30,114,29,21,15,12
Ccera-CLP2057ext_BladderCancer_ngenContig1674_-_CDS,Nontoxin,Nontoxin,9,11,9,11,11,14,12,20
Ccera-CLP2057ext_boIA2_ngenContig3490_-_CDS,Nontoxin,Nontoxin,71,46,65,34,52,40,71,47
Ccera-CLP2105ngen_BrainAngioInh1_ngenContig2303_-_CDS,Nontoxin,Nontoxin,239,644,247,652,316,404,213,392
Ccera-KW1109ngen_BrainI3_ngenContig609_-_CDS,Nontoxin,Nontoxin,15,38,14,41,15,35,17,49
Ccera-CLP2071ngen_BRCC36_ngenContig4969_-_CDS,Nontoxin,Nontoxin,53,126,88,156,86,131,87,104
Ccera-CLP2057ext_BRICK1_ngenContig4235_-_CDS,Nontoxin,Nontoxin,21,23,16,23,14,35,26,18
Ccera-KW1109ngen_BRISC_ngenContig7455_-_CDS,Nontoxin,Nontoxin,116,98,56,208,112,140,113,367
Ccera-CLP2065ngen_Bromodomain7_ngenContig2077_-_CDS,Nontoxin,Nontoxin,276,357,306,451,264,303,329,527
Ccera-CLP2071ngen_BTG1_ngenContig6758_-_CDS,Nontoxin,Nontoxin,35,113,21,52,29,59,33,144
Ccera-CLP2057ext_BTG2_ngenContig82_-_CDS,Nontoxin,Nontoxin,134,45,41,30,147,39,62,53
Ccera-CLP2057ext_BUD31_ngenContig180_-_CDS,Nontoxin,Nontoxin,112,142,149,175,149,179,203,150
Ccera-CLP2057ext_Bystin_ngenContig1329_-_CDS,Nontoxin,Nontoxin,125,219,159,239,190,230,278,195
Ccera-CLP2071ngen_c-Myc_ngenContig873_-_CDS,Nontoxin,Nontoxin,38,14,4,134,54,42,44,88
Ccera-CLP2057ext_C11orf67_ngenContig1953_-_CDS,Nontoxin,Nontoxin,48,72,45,96,30,67,59,151
Ccera-CLP2057ext_C11orf73_ngenContig832_-_CDS,Nontoxin,Nontoxin,166,178,178,223,157,167,175,242
Ccera-CLP2057ext_C12orf23_ngenContig1425_-_CDS,Nontoxin,Nontoxin,34,25,41,19,9,18,23,28
Ccera-CLP2057ext_C12orf73_ngenContig4571_-_CDS,Nontoxin,Nontoxin,9,4,4,7,6,0,3,4
Ccera-CLP2057ext_C14orf166_ngenContig3406_-_CDS,Nontoxin,Nontoxin,311,350,330,331,217,213,416,716
Ccera-CLP2068ngen_C15orf40_ngenContig371_-_CDS,Nontoxin,Nontoxin,18,12,46,17,13,18,42,16
Ccera-CLP2057ext_C16orf80_ngenContig4793_-_CDS,Nontoxin,Nontoxin,70,101,54,113,83,91,75,139
Ccera-CLP2071ngen_C16orf87_ngenContig3856_-_CDS,Nontoxin,Nontoxin,14,29,22,42,11,25,23,27
Ccera-CLP2057ext_C17orf37_ngenContig1865_-_CDS,Nontoxin,Nontoxin,75,74,123,46,97,53,99,75
Ccera-CLP2057ext_C18orf32_ngenContig3132_-_CDS,Nontoxin,Nontoxin,37,62,25,58,41,29,75,79
Ccera-CLP2057ext_C19orf60_ngenContig4243_-_CDS,Nontoxin,Nontoxin,65,148,85,94,44,100,56,69
Ccera-CLP2057ext_C1orf123_ngenContig3888_-_CDS,Nontoxin,Nontoxin,51,55,47,65,43,53,45,108
Ccera-CLP2068ngen_C1orf163_ngenContig4367_-_CDS,Nontoxin,Nontoxin,46,43,58,40,35,29,52,60
Ccera-CLP2071ngen_C1orf31_ngenContig2170_-_CDS,Nontoxin,Nontoxin,13,11,14,17,11,15,15,20
Ccera-CLP2109ngen_C1orf43-2_ngenContig4949_-_CDS,Nontoxin,Nontoxin,77,59,17,127,67,102,70,112
Ccera-CLP2071ngen_C20orf24_ngenContig3437_-_CDS,Nontoxin,Nontoxin,15,19,18,33,15,25,37,29
Ccera-CLP2057ext_C20orf30_ngenContig1815_-_CDS,Nontoxin,Nontoxin,33,45,50,56,40,31,34,39
Ccera-CLP2105ngen_C20orf4_ngenContig671_-_CDS,Nontoxin,Nontoxin,29,68,59,60,108,56,86,111
Ccera-CLP2057ext_C20orf43_ngenContig2582_-_CDS,Nontoxin,Nontoxin,155,201,247,239,82,192,205,179
Ccera-CLP2105ngen_C20orf72_ngenContig2704_-_CDS,Nontoxin,Nontoxin,46,24,64,81,81,61,60,79
Ccera-CLP2065ngen_C21orf59_ngenContig5862_-_CDS,Nontoxin,Nontoxin,55,140,104,143,78,88,63,90
Ccera-CLP2057ext_C22orf25_ngenContig4072_-_CDS,Nontoxin,Nontoxin,63,104,71,115,57,79,123,154
Ccera-CLP2065ngen_C22orf28_ngenContig3524_-_CDS,Nontoxin,Nontoxin,153,240,342,256,350,276,389,196
Ccera-CLP2057ext_C2orf54_ngenContig2288_-_CDS,Nontoxin,Nontoxin,204,60,121,88,73,106,129,83
Ccera-CLP2057ext_C2orf64_ngenContig1982_-_CDS,Nontoxin,Nontoxin,69,48,67,53,35,57,63,53
Ccera-CLP2071ngen_C3HC4ZF_ngenContig1691_-_CDS,Nontoxin,Nontoxin,37,45,43,60,25,42,40,119
Ccera-CLP2071ngen_C3orf19-2_ngenContig4755_-_CDS,Nontoxin,Nontoxin,103,207,130,228,105,140,193,281
Ccera-KW1109ngen_C3orf26_ngenContig4600_-_CDS,Nontoxin,Nontoxin,26,37,39,31,36,43,40,77
Ccera-CLP2065ngen_C3orf32_ngenContig5729_-_CDS,Nontoxin,Nontoxin,58,164,100,103,29,144,55,88
Ccera-CLP2057ext_C3orf78_ngenContig4069_-_CDS,Nontoxin,Nontoxin,15,23,17,16,5,9,18,11
Ccera-CLP2057ext_C3PAT4_ngenContig3711_-_CDS,Nontoxin,Nontoxin,156,209,115,264,174,168,88,165
Ccera-CLP2057ext_C4orf29_ngenContig1852_-_CDS,Nontoxin,Nontoxin,150,115,169,109,159,154,127,123
Ccera-CLP2057ext_C4orf34_ngenContig4207_-_CDS,Nontoxin,Nontoxin,720,804,613,964,757,973,903,596
Ccera-CLP2068ngen_C4orf43_ngenContig518_-_CDS,Nontoxin,Nontoxin,30,31,50,38,43,41,49,77
Ccera-CLP2057ext_C4orf52_ngenContig2419_-_CDS,Nontoxin,Nontoxin,39,16,15,20,10,8,32,25
Ccera-CLP2057ext_C5orf43_ngenContig2939_-_CDS,Nontoxin,Nontoxin,32,40,33,25,19,20,35,54
Ccera-CLP2057ext_C5orf51_ngenContig2291_-_CDS,Nontoxin,Nontoxin,203,172,183,241,132,129,181,287
Ccera-CLP2137ngen_C6orf106_ngenContig3128_-_CDS,Nontoxin,Nontoxin,58,81,48,71,40,51,92,97
Ccera-CLP2057ext_C6orf115_ngenContig2141_-_CDS,Nontoxin,Nontoxin,29,7,15,13,7,31,13,4
Ccera-CLP2057ext_C6orf120_ngenContig3492_-_CDS,Nontoxin,Nontoxin,57,52,57,66,50,54,64,53
Ccera-CLP2057ext_C6orf125_ngenContig4825_-_CDS,Nontoxin,Nontoxin,35,39,45,48,33,58,42,35
Ccera-CLP2057ext_C6orf35_ngenContig1747_-_CDS,Nontoxin,Nontoxin,37,12,25,66,27,15,36,32
Ccera-CLP2057ext_C6orf57_ngenContig1623_-_CDS,Nontoxin,Nontoxin,72,93,87,135,42,55,71,88
Ccera-CLP2068ngen_C6orf62_ngenContig3519_-_CDS,Nontoxin,Nontoxin,128,221,133,254,123,155,167,260
Ccera-CLP2065ngen_C7orf42_ngenContig2602_-_CDS,Nontoxin,Nontoxin,54,112,61,82,85,47,134,211
Ccera-CLP2057ext_C7orf55_ngenContig4064_-_CDS,Nontoxin,Nontoxin,141,103,94,124,59,131,170,231
Ccera-KW1109ngen_C8orf42_ngenContig6284_-_CDS,Nontoxin,Nontoxin,29,52,47,47,35,38,50,62
Ccera-CLP2057ext_C8orf59_ngenContig3875_-_CDS,Nontoxin,Nontoxin,22,43,34,51,37,35,63,48
Ccera-CLP2057ext_C9orf46_ngenContig2449_-_CDS,Nontoxin,Nontoxin,128,105,92,82,51,66,64,156
Ccera-CLP2057ext_C9orf85_ngenContig1276_-_CDS,Nontoxin,Nontoxin,51,92,92,50,53,83,63,35
Ccera-CLP2057ext_Cab45_ngenContig755_-_CDS,Nontoxin,Nontoxin,2662,4461,1979,4883,3825,5353,2576,3039
Ccera-CLP2057ext_CaBinding-p22_ngenContig753_-_CDS,Nontoxin,Nontoxin,95,106,133,105,100,147,139,82
Ccera-CLP2057ext_CaBinding39_ngenContig3222_-_CDS,Nontoxin,Nontoxin,165,255,293,267,261,215,321,270
Ccera-CLP2057ext_CaChannel1_ngenContig4569_-_CDS,Nontoxin,Nontoxin,79,135,15,149,55,76,74,117
Ccera-CLP2071ngen_CaIntBind1_ngenContig1433_-_CDS,Nontoxin,Nontoxin,83,152,64,111,71,143,103,124
Ccera-CLP2057ext_CalbindinD28K_ngenContig1373_-_CDS,Nontoxin,Nontoxin,1537,899,875,692,744,475,1198,1051
Ccera-CLP2057ext_Calcineurin-B1_ngenContig1150_-_CDS,Nontoxin,Nontoxin,41,77,55,61,40,61,41,63
Ccera-KW1109ngen_Calcyphosin2_ngenContig913_-_CDS,Nontoxin,Nontoxin,167,154,132,156,135,110,164,203
Ccera-CLP2057ext_Calcyphosine_ngenContig562_-_CDS,Nontoxin,Nontoxin,53,62,69,106,71,33,59,102
Ccera-CLP2057ext_Calglandulin_extContig226_-_CDS,Nontoxin,Nontoxin,2362,14477,722,2066,124,757,348,1782
Ccera-CLP2057ext_calmegin_ngenContig1309_-_CDS,Nontoxin,Nontoxin,205,155,174,152,98,128,124,160
Ccera-CLP2057ext_Calmod_ngenContig599_-_CDS,Nontoxin,Nontoxin,494,2684,111,373,27,131,56,892
Ccera-CLP2057ext_Calmodulin-1_ngenContig4332_-_CDS,Nontoxin,Nontoxin,116,190,94,133,131,168,134,204
Ccera-CLP2057ext_Calmodulin-2_ngenContig2391_-_CDS,Nontoxin,Nontoxin,156,325,211,218,150,275,178,179
Ccera-CLP2068ngen_Calmodulin-3_ngenContig559_-_CDS,Nontoxin,Nontoxin,103,158,77,107,98,115,113,138
Ccera-CLP2057ext_Calmodulin-4_ngenContig2392_-_CDS,Nontoxin,Nontoxin,59,48,42,56,67,20,118,179
Ccera-CLP2057ext_Calnexin_ngenContig3654_-_CDS,Nontoxin,Nontoxin,3525,4114,4671,2717,4758,3901,4290,3886
Ccera-CLP2065ngen_Calponin3_ngenContig5019_-_CDS,Nontoxin,Nontoxin,83,263,141,157,172,103,133,230
Ccera-CLP2057ext_cAMPKin_ngenContig1599_-_CDS,Nontoxin,Nontoxin,414,313,466,364,367,335,471,462
Ccera-CLP2071ngen_cAMPKinIa_ngenContig2299_-_CDS,Nontoxin,Nontoxin,66,91,101,136,81,89,109,113
Ccera-CLP2057ext_cAMPResElement2_ngenContig2633_-_CDS,Nontoxin,Nontoxin,165,199,139,222,158,275,206,210
Ccera-CLP2057ext_cAMPResp3_ngenContig3990_-_CDS,Nontoxin,Nontoxin,370,159,195,320,83,126,243,569
Ccera-CLP2057ext_Canopy2_ngenContig464_-_CDS,Nontoxin,Nontoxin,222,171,208,181,114,178,141,169
Ccera-CLP2057ext_Capping-b_ngenContig31_-_CDS,Nontoxin,Nontoxin,267,466,261,595,337,408,454,463
Ccera-CLP2071ngen_CarbonylReductase4_ngenContig4956_-_CDS,Nontoxin,Nontoxin,123,65,111,66,59,67,105,73
Ccera-CLP2057ext_CarbReductase1_ngenContig747_-_CDS,Nontoxin,Nontoxin,295,241,357,253,269,215,458,298
Ccera-CLP2071ngen_CaRegHSP1_ngenContig3984_-_CDS,Nontoxin,Nontoxin,5,14,7,24,23,12,34,9
Ccera-CLP2057ext_CarnosineDipeptidase1_ngenContig856_-_CDS,Nontoxin,Nontoxin,139,13,154,99,81,121,106,77
Ccera-CLP2071ngen_Carrier2_ngenContig2427_-_CDS,Nontoxin,Nontoxin,91,240,104,195,145,190,298,128
Ccera-CLP2057ext_Carrier30-4_ngenContig1634_-_CDS,Nontoxin,Nontoxin,138,214,123,198,78,137,132,132
Ccera-CLP2071ngen_CaseinKin1a_ngenContig4178_-_CDS,Nontoxin,Nontoxin,103,150,99,145,97,125,117,168
Ccera-KW1109ngen_CaseinKinIIa_ngenContig6992_-_CDS,Nontoxin,Nontoxin,146,209,116,137,102,111,161,176
Ccera-CLP2057ext_CasKin2b_ngenContig4292_-_CDS,Nontoxin,Nontoxin,171,274,248,275,225,229,263,235
Ccera-CLP2071ngen_Caspase6_ngenContig4481_-_CDS,Nontoxin,Nontoxin,53,55,32,65,26,31,36,69
Ccera-CLP2065ngen_Catalase_ngenContig4316_-_CDS,Nontoxin,Nontoxin,95,182,121,97,61,103,268,475
Ccera-CLP2057ext_CatecholOMethyltrans1_ngenContig3874_-_CDS,Nontoxin,Nontoxin,87,97,28,12,59,44,146,137
Ccera-CLP2057ext_Catenin-b1-1_ngenContig1848_-_CDS,Nontoxin,Nontoxin,466,795,488,599,351,510,623,681
Ccera-CLP2065ngen_Cathepsin-L1_ngenContig6959_-_CDS,Nontoxin,Nontoxin,112,116,185,107,66,77,139,251
Ccera-CLP2071ngen_CathepsinB_ngenContig5695_-_CDS,Nontoxin,Nontoxin,136,394,153,337,152,223,294,220
Ccera-CLP2057ext_CathepsinD_ngenContig3275_-_CDS,Nontoxin,Nontoxin,203,413,493,485,432,520,682,578
Ccera-KW1109ngen_Caveolin1_ngenContig3590_-_CDS,Nontoxin,Nontoxin,13,30,25,11,9,26,25,45
Ccera-CLP2057ext_Caveolin2_ngenContig3937_-_CDS,Nontoxin,Nontoxin,186,222,56,134,210,217,137,164
Ccera-CLP2109ngen_CCAATD_ngenContig4017_-_CDS,Nontoxin,Nontoxin,108,49,20,210,96,173,124,270
Ccera-CLP2065ngen_Ccd101_ngenContig6509_-_CDS,Nontoxin,Nontoxin,53,128,107,67,89,58,104,133
Ccera-CLP2057ext_Ccd13_ngenContig623_-_CDS,Nontoxin,Nontoxin,18,4,2,13,15,23,24,5
Ccera-CLP2065ngen_ccd149_ngenContig1885_-_CDS,Nontoxin,Nontoxin,539,659,232,832,465,693,530,731
Ccera-CLP2065ngen_CCDC-94_ngenContig2346_-_CDS,Nontoxin,Nontoxin,34,90,42,66,61,69,55,63
Ccera-CLP2109ngen_CCDC124_ngenContig5491_-_CDS,Nontoxin,Nontoxin,23,6,0,81,48,77,62,94
Ccera-CLP2071ngen_CCDC126_ngenContig5270_-_CDS,Nontoxin,Nontoxin,30,27,21,25,21,20,41,57
Ccera-CLP2065ngen_CCDC134_ngenContig4748_-_CDS,Nontoxin,Nontoxin,52,56,78,48,74,90,117,96
Ccera-CLP2057ext_CCDC75_ngenContig762_-_CDS,Nontoxin,Nontoxin,126,115,129,128,104,64,87,169
Ccera-CLP2057ext_CCHCCHD7_ngenContig278_-_CDS,Nontoxin,Nontoxin,13,12,9,7,8,6,13,14
Ccera-CLP2071ngen_CCHCCHDC3_ngenContig2742_-_CDS,Nontoxin,Nontoxin,85,182,108,136,61,96,115,179
Ccera-CLP2065ngen_CD151Antigen_ngenContig4470_-_CDS,Nontoxin,Nontoxin,58,103,86,42,39,52,52,68
Ccera-KW1109ngen_CD2AntCytTail2_ngenContig5906_-_CDS,Nontoxin,Nontoxin,58,83,31,94,46,51,107,108
Ccera-CLP2137ngen_CD59_ngenContig838_-_CDS,Nontoxin,Nontoxin,15,5,24,25,1,7,40,18
Ccera-CLP2057ext_CD63_ngenContig1655_-_CDS,Nontoxin,Nontoxin,361,610,416,883,444,507,708,533
Ccera-CLP2057ext_CD81_ngenContig2362_-_CDS,Nontoxin,Nontoxin,91,188,93,75,54,97,88,132
Ccera-CLP2065ngen_CD82_ngenContig5479_-_CDS,Nontoxin,Nontoxin,44,132,65,134,63,79,98,115
Ccera-CLP2057ext_CD9_ngenContig1423_-_CDS,Nontoxin,Nontoxin,213,458,282,726,260,377,401,380
Ccera-CLP2065ngen_CDC28Kinase-1B_ngenContig6433_-_CDS,Nontoxin,Nontoxin,7,41,2,25,15,27,16,41
Ccera-CLP2057ext_CDC42_ngenContig2646_-_CDS,Nontoxin,Nontoxin,146,286,171,330,196,259,223,219
Ccera-CLP2065ngen_CDC42-1_ngenContig343_-_CDS,Nontoxin,Nontoxin,5,7,2,6,1,7,4,3
Ccera-CLP2071ngen_cdc42-4_ngenContig6224_-_CDS,Nontoxin,Nontoxin,37,88,95,94,29,58,25,57
Ccera-CLP2057ext_CDC5_ngenContig4171_-_CDS,Nontoxin,Nontoxin,289,359,470,528,315,340,488,900
Ccera-CLP2057ext_CDGSH2_ngenContig1348_-_CDS,Nontoxin,Nontoxin,99,78,48,104,58,74,159,83
Ccera-CLP2068ngen_CdK2_ngenContig2524_-_CDS,Nontoxin,Nontoxin,130,67,81,47,63,69,77,100
Ccera-KW1109ngen_CDK5-1-1_ngenContig5765_-_CDS,Nontoxin,Nontoxin,113,134,189,130,105,144,142,192
Ccera-CLP2065ngen_CDK5-3_ngenContig772_-_CDS,Nontoxin,Nontoxin,554,805,659,332,416,251,600,1351
Ccera-CLP2109ngen_CDPSOPT_ngenContig2567_-_CDS,Nontoxin,Nontoxin,53,86,21,178,70,118,115,61
Ccera-KW1109ngen_CellCyc50A_ngenContig1543_-_CDS,Nontoxin,Nontoxin,109,143,114,143,107,95,135,125
Ccera-CLP2105ngen_CellCycle-RAD1_ngenContig4358_-_CDS,Nontoxin,Nontoxin,35,44,52,33,49,24,71,48
Ccera-CLP2057ext_CellDeath10_ngenContig1099_-_CDS,Nontoxin,Nontoxin,114,132,204,144,121,136,164,177
Ccera-CLP2071ngen_CellDeath4-1_ngenContig2561_-_CDS,Nontoxin,Nontoxin,172,117,126,318,66,83,105,586
Ccera-CLP2057ext_CellDeath5_ngenContig1409_-_CDS,Nontoxin,Nontoxin,60,104,65,64,50,68,80,74
Ccera-CLP2065ngen_CellDeath6_ngenContig3434_-_CDS,Nontoxin,Nontoxin,18,45,38,15,26,12,39,49
Ccera-CLP2065ngen_CellDiffRCD1_ngenContig1465_-_CDS,Nontoxin,Nontoxin,62,103,68,102,105,96,113,98
Ccera-CLP2109ngen_CellDivCycle123_ngenContig4274_-_CDS,Nontoxin,Nontoxin,371,380,494,651,368,471,408,928
Ccera-CLP2065ngen_CellGrowthNucleolar_ngenContig4953_-_CDS,Nontoxin,Nontoxin,112,291,256,240,231,253,213,274
Ccera-CLP2065ngen_Centrin-3_ngenContig2751_-_CDS,Nontoxin,Nontoxin,19,46,53,52,59,33,49,59
Ccera-CLP2057ext_Centrin2_ngenContig2871_-_CDS,Nontoxin,Nontoxin,71,81,44,103,83,55,95,141
Ccera-CLP2137ngen_Ceramidase3_ngenContig1612_-_CDS,Nontoxin,Nontoxin,47,146,56,77,62,74,87,132
Ccera-CLP2065ngen_Cerebellar_ngenContig5494_-_CDS,Nontoxin,Nontoxin,157,219,121,201,122,177,62,158
